"大分類カテゴリーコード","大分類カテゴリー","中分類カテゴリーコード","中分類カテゴリー","小分類カテゴリーコード","小分類カテゴリー"
"100000015","ベビー・マタニティ","200000117","ベビー服","320001578","ロンパース"
"100000015","ベビー・マタニティ","200000117","ベビー服","320001579","スカート"
"100000015","ベビー・マタニティ","200000117","ベビー服","320001580","ワンピース"
"100000015","ベビー・マタニティ","200000117","ベビー服","320001586","ベビー手袋"
"100000015","ベビー・マタニティ","200000117","ベビー服","320001587","ベビー帽子"
"100000015","ベビー・マタニティ","200000118","授乳・食事","300000403","哺乳瓶"
"100000015","ベビー・マタニティ","200000118","授乳・食事","300000405","ベビー食器"
"100000015","ベビー・マタニティ","200000118","授乳・食事","300000406","粉ミルク"
"100000015","ベビー・マタニティ","200000118","授乳・食事","300000407","その他"
"100000015","ベビー・マタニティ","200000118","授乳・食事","320000479","ベビーフード"
"100000015","ベビー・マタニティ","200000118","授乳・食事","320000480","スタイ"
"100000015","ベビー・マタニティ","200000119","寝具・家具","300000409","ベビーチェア"
"100000015","ベビー・マタニティ","200000119","寝具・家具","300003177","プレイマット"
"100000015","ベビー・マタニティ","200000119","寝具・家具","320000481","収納"
"100000015","ベビー・マタニティ","200000119","寝具・家具","320000482","その他"
"100000015","ベビー・マタニティ","200000119","寝具・家具","320001590","ベビーベッド"
"100000015","ベビー・マタニティ","200000119","寝具・家具","320001591","布団"
"100000015","ベビー・マタニティ","200000120","ベビーカー","300000411","ベビーカー本体"
"100000015","ベビー・マタニティ","200000120","ベビーカー","320000484","アクセサリー"
"100000015","ベビー・マタニティ","200000121","ベビー用セーフティグッズ","300000410","歩行器"
"100000015","ベビー・マタニティ","200000121","ベビー用セーフティグッズ","300000415","ベビーゲート"
"100000015","ベビー・マタニティ","200000121","ベビー用セーフティグッズ","320000485","コーナークッション"
"100000015","ベビー・マタニティ","200000121","ベビー用セーフティグッズ","320000486","その他"
"100000015","ベビー・マタニティ","200000122","出産お祝い","300000417","おむつケーキ"
"100000015","ベビー・マタニティ","200000122","出産お祝い","320000491","メモリアル・記念品"
"100000015","ベビー・マタニティ","200000122","出産お祝い","320000492","ギフトセット"
"100000016","キッズ","200000123","女の子ファッション","300000418","Tシャツ・ブラウス"
"100000016","キッズ","200000123","女の子ファッション","300000420","ジャンパー・コート・ジャケット"
"100000016","キッズ","200000123","女の子ファッション","300000421","パンツ・デニム・レギンス"
"100000016","キッズ","200000123","女の子ファッション","300000422","半ズボン"
"100000016","キッズ","200000123","女の子ファッション","300000423","スカート"
"100000016","キッズ","200000123","女の子ファッション","300000424","ワンピース・ドレス"
"100000016","キッズ","200000123","女の子ファッション","300002241","上下セット・トレーニングウェア"
"100000016","キッズ","200000123","女の子ファッション","300002242","フォーマルセット・ドレス"
"100000016","キッズ","200000123","女の子ファッション","300002243","雨具"
"100000016","キッズ","200000123","女の子ファッション","320001057","水着"
"100000016","キッズ","200000123","女の子ファッション","320001058","着物・浴衣"
"100000016","キッズ","200000123","女の子ファッション","320001059","その他"
"100000016","キッズ","200000123","女の子ファッション","320001483","カーディガン"
"100000016","キッズ","200000123","女の子ファッション","320001484","ニット"
"100000016","キッズ","200000123","女の子ファッション","320001485","ベスト"
"100000016","キッズ","200000124","男の子ファッション","300000428","パンツ・デニム・ズボン"
"100000016","キッズ","200000124","男の子ファッション","300000429","半ズボン"
"100000016","キッズ","200000124","男の子ファッション","300002244","フォーマルセット"
"100000016","キッズ","200000124","男の子ファッション","320001060","水着・着物"
"100000016","キッズ","200000124","男の子ファッション","320001061","浴衣"
"100000016","キッズ","200000124","男の子ファッション","320001062","その他"
"100000016","キッズ","200000124","男の子ファッション","320001486","カットソー"
"100000016","キッズ","200000124","男の子ファッション","320001487","Tシャツ"
"100000016","キッズ","200000124","男の子ファッション","320001488","シャツ"
"100000016","キッズ","200000124","男の子ファッション","320001489","コート"
"100000016","キッズ","200000124","男の子ファッション","320001490","ジャケット"
"100000016","キッズ","200000124","男の子ファッション","320001491","ジャンパー"
"100000016","キッズ","200000124","男の子ファッション","320001492","カーディガン"
"100000016","キッズ","200000124","男の子ファッション","320001493","ベスト"
"100000016","キッズ","200000124","男の子ファッション","320001494","ニット"
"100000016","キッズ","200000125","男女兼用・その他の子供服","300000430","着物・浴衣"
"100000016","キッズ","200000125","男女兼用・その他の子供服","300000432","キャラクター服"
"100000016","キッズ","200000125","男女兼用・その他の子供服","300002440","トップス"
"100000016","キッズ","200000125","男女兼用・その他の子供服","300002441","ボトムス"
"100000016","キッズ","200000125","男女兼用・その他の子供服","300002442","アウター"
"100000016","キッズ","200000125","男女兼用・その他の子供服","300002525","雨具"
